V1,V2,V3,V4,V5,target
128.58723,245.4375,112.479164,634.1042,21.8882,-1
137.30527,220.66667,110.0,494.33334,28.388672,-1
135.40984,194.54839,87.6129,332.5484,21.1577,-1
110.65766,190.28572,78.5,417.07144,28.794485,-1
139.21852,256.05884,119.70588,781.0,33.274364,-1
103.149605,240.6875,117.875,561.8125,20.71901,-1
133.45108,247.43478,120.17391,572.34784,20.497406,-1
127.09643,239.57143,109.4,718.7714,20.810005,-1
96.11347,233.44444,103.0,684.55554,9.867017,-1
107.170456,246.0,114.545456,727.4545,15.970531,-1
141.1875,226.33333,107.0,568.0,28.871363,-1
126.88393,262.85715,113.85714,762.8571,46.192146,-1
113.289474,247.33333,110.291664,707.4167,31.555397,-1
142.90158,233.95312,104.265625,582.3906,19.922207,-1
117.114586,235.5,109.0,663.75,19.035603,-1
129.77605,224.75,101.166664,462.0,36.31307,-1
139.53645,212.25,92.833336,392.0,29.30965,-1
141.55971,211.82353,93.35294,555.0,22.335752,-1
125.041664,216.16667,94.583336,550.75,25.322605,-1
113.645836,213.0,99.0,414.0,36.03432,-1
113.1388,196.6,84.1,383.55,19.721245,-1
117.796875,211.25,98.625,501.875,30.438206,-1
144.72058,212.05882,90.23529,585.2941,20.77062,-1
183.28125,233.0,108.0,616.0,9.5,-1
153.8125,239.25,116.25,538.5,12.65652,-1
111.83929,203.14285,91.14286,575.7143,15.67609,-1
114.21384,228.53334,105.46667,756.93335,25.899914,-1
116.083336,219.44444,99.333336,440.66666,53.19519,-1
130.004,186.2766,84.14893,293.3617,25.548382,-1
129.7385,242.21875,111.40625,604.71875,25.646095,-1
122.27615,237.6,115.53333,528.6,36.22976,-1
145.04196,212.5,97.888885,405.3889,17.464691,-1
124.66131,221.56198,101.72727,517.3471,27.331987,-1
131.72917,219.61905,95.95238,686.9048,35.15763,-1
133.20454,229.63637,107.63637,690.7273,30.591145,-1
144.12386,227.5,101.0,633.2143,26.911514,-1
135.04774,237.68,105.48,693.96,32.506344,-1
114.113464,258.89157,127.686745,640.7349,24.57305,-1
141.19531,229.0,109.5,708.5,15.524175,-1
129.47917,226.55556,99.666664,571.6667,31.159487,-1
138.46379,206.66667,87.48889,394.3111,23.182943,-1
139.02835,203.47887,86.80282,479.23944,23.420744,-1
141.29712,196.3125,92.020836,556.3542,17.118143,-1
84.0625,168.0,75.75,282.75,8.75714,-1
146.95625,255.0,126.0,648.5,19.68756,-1
121.291664,221.33333,96.333336,520.3333,31.928305,-1
143.53802,191.63637,87.15151,415.72726,25.085455,-1
117.88295,249.47298,123.567566,595.3378,25.618275,-1
121.92935,208.73914,93.26087,706.34784,18.719297,-1
116.27442,227.22223,97.703705,595.6667,22.365341,-1
104.0,240.0,107.0,713.0,12.723071,-1
110.171875,203.0,84.0,364.0,44.815594,-1
112.609474,227.46939,97.34694,616.89795,24.711378,-1
139.8319,207.6207,94.24138,465.9655,23.98181,-1
128.71579,229.0,113.5,794.0,23.057898,-1
128.21988,202.61905,87.71429,424.66666,16.988325,-1
123.028305,229.4,112.4,559.05,28.970459,-1
116.25068,230.76811,110.57971,783.43475,18.856771,-1
145.32353,228.66667,101.73333,645.06665,15.560063,-1
124.01786,205.85715,91.28571,460.35715,21.349855,-1
122.712814,219.78082,97.054794,551.13696,32.88007,-1
112.223015,255.3871,122.09677,681.7258,16.731997,-1
153.45454,259.85715,133.57143,657.0,22.225193,-1
160.44792,260.0,136.0,607.0,14.715827,-1
138.46725,211.5238,91.7619,539.6667,31.218853,-1
101.729164,209.83333,96.333336,537.8333,18.576233,-1
90.61363,227.54546,101.818184,525.7273,17.31669,-1
117.686165,205.44643,89.80357,640.1964,27.031061,-1
134.04167,230.66667,112.0,760.6667,27.90858,-1
120.96875,206.25,94.8,533.4,32.65804,-1
146.3884,210.78572,99.21429,572.7857,27.276363,-1
137.2,214.6,98.85714,513.74286,22.26072,-1
133.87758,217.26923,101.5,733.6539,21.400381,-1
162.5,207.0,93.0,690.0,17.701977,-1
127.0,226.18182,101.90909,599.0,25.90925,-1
126.37577,264.04877,124.02439,714.2439,12.21642,-1
144.21022,254.63637,126.09091,622.63635,23.752512,-1
118.47047,228.93549,102.29032,657.0323,29.561132,-1
140.22368,224.3158,105.63158,559.6842,21.315205,-1
93.21839,218.63637,101.818184,739.2727,6.863486,-1
132.19318,217.90909,101.09091,653.63635,44.635902,-1
118.26786,229.66667,105.14286,690.7143,20.773914,-1
117.94536,226.95653,106.13043,611.95654,11.331906,-1
137.6,259.75,128.125,692.5,20.303942,-1
128.02037,256.67648,121.803925,676.41174,21.061552,-1
144.56667,256.0,120.94118,634.8823,31.963322,-1
112.535774,250.61111,114.80556,617.30554,23.72923,-1
137.14854,224.0,102.583336,448.41666,35.727264,-1
123.02273,215.81818,97.72727,418.0,33.88422,-1
137.91362,201.83333,90.333336,462.16666,23.075022,-1
144.28308,222.82353,102.05882,601.82355,25.148418,-1
109.11638,215.3793,101.793106,559.31036,27.658525,-1
147.45946,230.71428,108.42857,504.42856,6.966392,-1
104.38656,222.06667,100.666664,687.5333,19.881872,-1
148.64084,233.22223,106.111115,733.7778,22.710741,-1
110.06927,264.10345,123.44827,719.4483,15.937377,-1
126.313,201.71428,90.47143,596.5714,26.085733,-1
107.47906,239.5,104.583336,761.8333,14.888416,-1
124.4125,218.6,103.4,617.1,14.754321,-1
129.22939,201.88571,92.14286,428.6,34.917698,-1
153.375,208.5,96.75,499.25,19.868317,-1
137.72672,212.93549,95.354836,612.0968,27.75866,-1
152.07639,219.0,99.111115,653.7778,21.110525,-1
127.89286,222.85715,104.42857,712.1429,15.106425,-1
116.04371,212.77777,95.75,515.6667,19.157787,-1
131.33104,232.67188,107.953125,629.8125,18.514114,-1
154.90506,263.5,125.1,701.1,14.466859,-1
140.5863,192.80952,81.666664,343.33334,20.728676,-1
120.63942,206.15384,93.23077,510.0,18.97117,-1
163.8375,229.8,104.6,625.2,17.41264,-1
130.97917,221.0,100.0,601.0,19.815819,-1
143.36874,221.5,95.8,608.9,29.31399,-1
137.60179,212.46428,97.39286,515.5,30.311142,-1
116.66933,265.46033,122.888885,773.873,16.89165,-1
162.675,220.6,99.6,566.6,9.792344,-1
132.86745,201.5,84.85185,565.8333,23.267101,-1
151.53159,200.08333,89.166664,612.75,32.105186,-1
124.781815,223.78847,95.01923,657.6539,20.952778,-1
133.89583,232.0,98.0,678.0,19.014614,-1
134.05556,208.55556,91.44444,492.8889,22.103014,-1
131.4975,270.24,125.72,757.28,20.520975,-1
132.63922,222.78125,94.59375,671.96875,30.10165,-1
117.780525,223.36842,99.02631,614.8158,33.347992,-1
125.896416,209.75,90.25,477.25,33.806202,-1
152.375,197.0,83.6,375.0,15.615377,-1
126.75974,221.03448,104.965515,491.17242,17.7917,-1
116.39677,229.25714,105.4,518.65717,21.955502,-1
121.413155,266.25,122.166664,732.8542,14.129793,-1
125.29718,253.31035,116.62069,692.10345,17.149134,-1
158.03125,238.75,109.5,637.5,26.042032,-1
106.04808,229.07692,103.92308,634.8461,31.555717,-1
97.854164,224.33333,93.0,658.5833,14.570709,-1
97.541664,225.44444,97.55556,687.1111,13.089436,-1
114.84399,213.89796,96.34694,553.2449,28.905987,-1
118.9375,211.4,96.0,515.6,23.342022,-1
136.45833,214.0,104.0,436.0,11.671428,-1
157.89583,233.0,104.666664,519.6667,23.25224,-1
138.93568,212.58974,94.38461,595.28204,24.610283,-1
142.24219,222.75,99.125,609.875,27.625849,-1
113.34524,216.90475,96.2381,539.0,24.60767,-1
137.71692,210.82353,91.882355,397.7647,25.093872,-1
134.48456,200.7037,85.59259,291.2963,15.518209,-1
132.27794,204.71428,88.666664,344.9524,18.466124,-1
126.4686,205.92308,90.0,358.6154,26.847586,-1
165.90625,270.0,123.5,779.0,17.378147,-1
113.82857,269.45456,123.09091,782.4545,11.948668,-1
139.32477,213.74074,96.74074,565.9259,20.423903,-1
147.58333,224.33333,101.333336,627.6667,28.674849,-1
117.6875,238.58333,115.041664,616.1667,21.658333,-1
114.16051,221.47728,96.931816,735.3409,18.523438,-1
123.39375,210.05,90.3,419.7,31.75988,-1
167.0,267.0,123.0,733.0,10.307764,-1
115.91067,211.87234,95.3617,605.0851,21.614363,-1
144.59013,201.78378,93.54054,502.7027,26.431465,-1
108.15,190.4,93.2,477.6,21.09597,-1
132.15834,217.46666,93.86667,584.86664,17.940147,-1
139.6125,211.4,91.3,527.5,26.67677,-1
107.931816,269.36365,122.72727,752.0,20.691755,-1
122.82032,248.30107,120.150536,688.1398,22.913345,-1
115.45573,214.91667,99.0,599.875,23.341665,-1
136.32065,216.82608,102.86957,474.21738,32.91853,-1
154.4375,254.0,119.0,737.0,30.962679,-1
121.36923,197.71428,85.20408,455.89795,30.740372,-1
144.89583,255.08333,120.583336,639.8333,21.468323,-1
135.76382,225.47368,100.210526,726.8421,26.492407,-1
123.175,225.0,99.0,733.6,22.986954,-1
131.10275,206.16,90.08,497.12,35.326275,-1
117.05625,201.3,88.8,492.0,15.665567,-1
141.55362,198.40909,89.545456,444.0,29.20818,-1
147.76582,211.8,99.1,439.6,21.434786,-1
107.552086,237.0,111.0,632.5,19.955505,-1
153.56944,196.0,83.0,421.0,13.491653,-1
131.02089,231.2619,108.14286,606.7619,26.084864,-1
133.78737,212.56667,96.36667,632.1667,34.412674,-1
140.81789,204.89473,93.10526,560.0526,16.60374,-1
143.10547,213.8125,96.3125,496.8125,23.218729,-1
135.94145,221.25926,102.18519,619.4815,23.307981,-1
132.94958,201.4,89.6,455.33334,26.9851,-1
110.207825,215.61539,99.23077,562.7308,24.653006,-1
115.98355,206.47368,90.57895,539.2632,22.657757,-1
119.773705,219.45714,95.42857,512.4429,27.003935,-1
138.8388,210.95523,94.343285,459.61194,28.087244,-1
121.39492,214.76404,97.65169,487.34833,23.331535,-1
119.37747,220.40625,101.9375,545.125,19.118847,-1
117.44004,252.62608,125.76522,645.13043,22.586863,-1
111.11258,230.8421,101.63158,744.9474,19.240353,-1
102.924416,226.36363,99.90909,622.8182,14.092962,-1
105.05556,203.55556,89.111115,413.8889,49.116642,-1
127.00781,206.0,89.25,444.75,19.406425,-1
95.8125,230.625,97.75,564.5,15.825217,-1
140.8006,210.66667,89.61905,398.9524,28.27521,-1
114.703064,228.90909,102.78788,579.48486,19.233713,-1
140.89732,215.07143,98.28571,530.4286,27.087233,-1
137.86745,210.33333,91.92593,474.7037,24.203753,-1
131.71019,229.05714,101.85714,630.8,19.527563,-1
107.413795,219.81818,100.09091,732.63635,10.28519,-1
132.31944,226.72223,101.55556,564.8333,27.81381,-1
139.84126,228.5,105.0,594.75,23.347578,-1
142.49219,229.1875,98.625,571.625,19.624205,-1
163.9875,213.6,100.2,480.4,11.016351,-1
123.67222,235.17647,102.82353,626.64703,18.909637,-1
116.3924,227.9,99.85,583.9,7.55298,-1
126.9561,240.26213,113.49515,644.3204,21.356174,-1
136.35559,215.0,96.3421,543.3684,23.02848,-1
143.19408,226.63158,99.52631,562.6842,20.435698,-1
114.873085,231.04445,104.26667,653.91113,22.266888,-1
115.50593,232.5,99.5625,584.4375,22.04957,-1
96.1375,210.8,95.0,493.2,34.066994,-1
159.51704,223.63637,98.90909,556.4545,23.853548,-1
155.02777,226.44444,102.55556,562.0,17.75137,-1
165.6875,237.0,115.0,674.0,11.648498,-1
122.90865,220.61539,96.23077,596.6923,23.367908,-1
137.57803,221.81818,104.09091,711.4545,18.401402,-1
123.740486,221.72528,99.31868,565.5165,26.086653,-1
126.74281,220.15909,100.63637,528.88635,17.735357,-1
127.60628,212.0,95.69231,590.5769,34.243385,-1
111.996506,215.5,96.05556,567.6111,30.307936,-1
144.6483,221.46666,98.2,552.86664,13.63753,-1
100.87981,228.23077,102.38461,595.8461,17.022436,-1
113.84813,249.0,116.18519,672.96295,25.477228,-1
125.88856,216.33333,101.57143,551.4762,23.093815,-1
87.3125,227.0,99.0,576.0,10.222524,-1
111.74623,233.72,106.04,669.76,22.329746,-1
105.73303,234.14285,102.71429,659.1429,16.598654,-1
113.11712,233.71428,106.14286,571.7143,21.022825,-1
136.175,236.4,99.0,561.0,38.53518,-1
119.603264,221.86208,96.62069,620.2931,25.927761,-1
139.1954,211.54546,99.545456,516.9091,31.413006,-1
139.32526,210.48387,94.064514,496.09677,23.33683,-1
130.875,224.0,97.0,454.0,42.984737,-1
144.8375,217.66667,98.26667,546.4667,23.924883,-1
145.2375,226.0,101.0,593.0,31.745235,-1
137.80469,219.0,101.75,522.25,14.670868,-1
145.21602,205.11539,92.69231,385.92307,18.612085,-1
144.91667,214.83333,98.166664,494.83334,23.287455,-1
116.5125,212.8,99.6,413.0,19.414621,-1
127.97176,213.44118,93.382355,449.2353,25.425364,-1
101.4625,220.8,97.6,530.0,31.537914,-1
110.45724,231.0,100.0,517.8421,14.784322,-1
133.93607,210.22449,89.38776,428.59183,32.621284,-1
137.73958,228.66667,101.0,706.0,23.62026,-1
129.48996,207.5,86.5,294.25,11.151653,-1
136.2183,199.11111,88.44444,483.22223,37.046516,-1
118.125,205.44444,91.111115,528.2222,43.833015,-1
129.87134,219.18182,97.09091,594.8182,9.412494,-1
123.24519,208.92308,94.07692,432.3846,25.457472,-1
130.80927,207.26086,92.652176,383.17392,26.830631,-1
120.69507,212.28572,96.0,438.42856,24.883095,-1
127.87541,240.52632,114.3421,617.1579,25.49814,-1
117.87408,205.82353,88.23529,478.82352,23.938936,-1
115.55,213.125,93.791664,561.125,42.949825,-1
137.29198,229.02325,106.69768,568.6512,17.512817,-1
111.109375,226.0,100.0,717.0,9.287088,-1
130.91345,195.59259,86.96296,422.0,18.439089,-1
174.95833,216.0,98.0,541.0,7.586538,-1
162.22322,209.0,89.85714,622.4286,15.699994,-1
114.39257,240.82051,119.38461,688.6667,11.313592,-1
129.45,221.08824,100.14706,403.41177,22.207987,-1
136.90878,188.86842,79.6579,279.94736,16.888771,-1
132.92969,195.0,84.0,290.5,7.696387,-1
133.68207,229.82353,103.47059,730.2941,22.92473,-1
113.73637,202.0,91.14286,414.42856,5.890151,-1
118.23529,219.41176,104.05882,574.2941,12.970555,-1
133.31496,208.875,93.9375,650.6875,19.38659,-1
113.13281,232.08333,106.166664,782.9583,30.467167,-1
114.5887,198.95,91.1,495.75,23.41682,-1
108.54808,211.15384,96.38461,659.46155,21.766647,-1
131.26935,239.88524,116.90164,685.13934,20.813696,-1
113.93646,207.6087,91.82609,363.3913,17.618944,-1
130.37152,203.0,84.888885,402.83334,32.19467,-1
123.14973,251.82796,114.451614,855.7527,16.060097,-1
116.55048,251.61539,112.92308,883.53845,14.976313,-1
131.128,236.0,108.0,740.5,27.693636,-1
137.05957,211.13333,98.4,525.8,20.503008,-1
87.91071,233.42857,108.42857,681.0,11.510421,-1
141.51373,193.0,81.0,300.0,10.628492,-1
134.83015,205.27272,94.06061,563.0909,14.725277,-1
97.84821,248.0,123.0,668.0,12.676509,-1
109.17613,248.18182,125.545456,708.5455,16.789904,-1
138.17813,191.41176,83.92157,348.17648,13.638125,-1
91.075,199.0,93.0,465.0,20.441135,-1
116.22203,226.0,105.25676,763.7973,19.838593,-1
137.28986,195.88461,87.80769,409.92307,18.187061,-1
113.58036,201.38095,88.09524,427.57144,14.771272,-1
140.54375,225.95,101.9,724.3,19.57875,-1
135.12914,258.6316,125.68421,770.2105,13.808745,-1
115.78869,256.85715,125.2381,785.4286,9.762021,-1
142.95395,237.89473,107.10526,811.3158,22.062616,-1
105.421875,250.5,122.25,706.0,13.864861,-1
118.862854,206.59091,93.90909,538.0909,21.681961,-1
143.09268,201.1923,88.57692,514.8077,29.875406,-1
136.53125,214.125,94.875,625.5,14.87395,-1
132.88194,253.94444,119.333336,807.5,23.23365,-1
112.802086,213.58333,95.333336,586.5,24.695929,-1
143.68867,205.95,91.5,542.85,11.302655,-1
109.98301,239.96153,106.34615,834.9231,9.364733,-1
126.65295,262.08694,119.26087,819.7174,12.406493,-1
132.29234,261.73914,123.565216,785.6087,24.037306,-1
114.591965,268.19446,121.361115,886.2037,14.22168,-1
147.1125,268.6,126.0,872.8,15.84929,-1
120.59766,205.4375,91.25,565.8125,15.872539,-1
118.24009,215.24138,95.68965,646.86206,16.116772,-1
132.71223,216.25714,98.542854,717.1429,20.922403,-1
132.6126,242.57576,111.93939,826.2727,12.21464,-1
166.54688,218.0,107.0,732.0,10.963006,-1
106.39071,259.13043,119.78261,842.5217,17.284018,-1
121.14286,192.88235,81.73529,363.55884,19.111311,-1
132.38182,210.0,87.85714,489.57144,25.037115,-1
125.61021,214.33333,95.40741,574.8889,20.391909,-1
146.51785,213.85715,92.0,534.8571,32.40811,-1
144.11842,226.94737,100.47369,647.5789,19.215069,-1
112.16981,199.5,89.25,539.45,16.282736,-1
109.229164,216.77777,91.0,554.3333,29.716354,-1
129.12425,193.38095,83.04762,486.61905,24.013554,-1
136.49368,205.12,90.73333,663.13336,26.454475,-1
95.549736,220.79167,99.291664,619.375,14.389425,-1
113.521484,227.09375,100.09375,640.71875,28.773886,-1
115.46967,265.89536,119.19768,877.7442,13.493022,-1
141.84192,265.94116,119.411766,876.82355,25.681574,-1
132.02322,231.43478,101.13043,765.0217,25.325033,-1
139.325,252.6,113.4,812.0,23.760471,-1
133.19048,199.27586,86.89655,448.2069,32.46954,-1
132.74374,227.1,100.35,635.6,30.613722,-1
126.22523,209.42857,92.35714,590.1429,16.179636,-1
143.28137,178.88,78.8,361.7,13.435014,-1
111.75391,207.375,92.125,650.875,19.396763,-1
93.55469,207.25,90.75,670.0,15.615997,-1
155.61806,218.88889,94.888885,698.1111,17.237629,-1
122.87153,240.61111,110.111115,704.6111,20.232597,-1
126.90551,240.3125,111.125,706.8125,27.892021,-1
127.12055,201.5,96.875,508.125,30.316496,-1
139.73863,219.09091,98.22727,612.5,27.844425,-1
115.460526,220.8421,93.0,632.3158,35.27368,-1
127.45283,203.9,89.5,520.35,26.530172,-1
117.2266,181.58824,79.23529,364.7451,24.434788,-1
132.42932,182.16667,86.583336,423.0,27.872105,-1
132.96692,261.64706,105.82353,870.7059,18.61372,-1
124.675,202.0,88.0,591.0,40.627087,-1
113.13109,201.29411,87.70588,617.94116,29.745518,-1
120.42698,229.49019,101.411766,761.84314,16.92819,-1
131.74219,214.125,91.1875,600.25,22.59978,-1
144.17894,192.66667,87.666664,563.6667,25.824594,-1
142.52963,254.5,116.52941,871.14703,10.154856,-1
118.770164,206.70967,87.32258,504.2258,41.543354,-1
149.79366,189.5,80.5,407.0,16.419786,-1
122.101265,178.1,77.8,404.55,17.0478,-1
117.839195,240.28,103.24,774.12,21.02022,-1
128.11472,238.06061,105.93939,730.69696,28.783796,-1
141.66527,201.33333,90.13333,518.85,25.864304,-1
136.59067,199.94286,83.91428,413.4,24.20312,-1
114.43413,214.87369,96.41052,699.77893,22.80566,-1
125.890945,200.03448,89.93103,508.81033,24.660145,-1
133.63095,185.0,73.0,267.5,9.594717,-1
130.52255,178.94444,76.84722,285.0139,13.021231,-1
144.44756,210.61111,92.05556,694.1111,26.512053,-1
143.27188,214.75,90.5,585.9,25.717697,-1
128.46494,179.06349,77.52381,336.22223,16.296494,-1
139.73224,266.08694,119.565216,851.0,19.335657,-1
132.0176,214.96,94.6,573.6,23.592745,-1
102.97656,195.5,91.0,442.0,26.295198,-1
111.54184,207.46666,96.0,591.73334,36.10226,-1
144.25,178.85715,81.14286,425.0,10.251929,-1
110.59664,256.26666,113.86667,838.8,11.939849,-1
118.39161,253.61111,117.611115,841.1667,14.872815,-1
134.58284,253.0,114.98148,836.7778,16.273985,-1
110.0625,221.71428,98.0,628.0,25.816463,-1
119.27679,222.85715,100.0,637.0,32.55952,-1
134.30495,181.65218,78.73913,408.21738,12.064728,-1
140.43082,195.85,86.65,524.4,11.24322,-1
121.427086,219.16667,93.375,583.2917,20.157324,-1
126.8875,204.6,92.0,572.0,28.244646,-1
133.11473,221.35803,99.419754,717.0864,18.604818,-1
126.12791,203.77777,89.51852,567.7407,20.903725,-1
118.91903,200.91026,86.26923,565.38464,17.675781,-1
164.21875,211.0,86.0,678.0,7.245688,-1
128.93994,206.61905,95.38095,650.6667,17.788376,-1
140.58173,190.13889,84.69444,397.27777,21.896149,-1
115.20625,192.4,78.3,451.1,21.672333,-1
135.0664,233.25,101.4375,699.625,17.037527,-1
120.36134,238.0,109.933334,671.6,50.15372,-1
118.550316,202.4,89.05,490.5,36.16476,-1
150.2125,227.4,99.0,670.0,19.1,-1
122.28299,251.67442,113.46512,840.32556,18.492365,-1
135.70602,229.11111,104.48148,570.6667,32.77336,-1
147.4734,213.0,99.0,458.0,16.064108,-1
128.4213,226.0,103.666664,694.7407,48.720444,-1
128.70529,235.92,107.04,765.76,29.050192,-1
138.0033,204.57895,89.26316,541.3158,25.483252,-1
119.02019,217.42554,94.319145,630.04254,21.368567,-1
129.15205,190.01492,82.62687,450.0597,22.462116,-1
95.818184,220.55556,106.77778,715.55554,10.318388,-1
137.09663,211.4,91.8,621.4,30.013775,-1
116.63616,224.85883,107.882355,761.6353,20.457928,-1
153.99306,222.22223,104.22222,714.6667,30.760725,-1
126.302086,226.0,97.0,545.0,37.625347,-1
98.694855,254.64706,113.35294,843.35297,23.958298,-1
124.28906,262.125,122.625,815.25,21.148779,-1
100.89904,206.92308,90.15385,522.61536,12.27351,-1
114.269516,194.08824,86.79412,483.05884,24.3577,-1
123.208336,238.0,109.0,774.0,24.143091,-1
133.66667,218.5,95.5,651.6667,35.497654,-1
98.61702,205.0,90.666664,507.66666,6.236096,-1
94.61268,228.0,95.333336,686.44446,14.779866,-1
140.52174,204.8077,90.69231,593.53845,20.188168,-1
118.536026,233.95454,106.0,740.9545,30.511786,-1
143.5625,258.18182,119.63637,897.7273,11.600085,-1
117.25205,257.0,118.434784,929.0,8.04148,-1
119.87177,251.44118,118.67647,884.66174,19.172997,-1
133.92708,228.66667,101.0,562.6667,47.62498,-1
134.83482,279.42856,118.92857,912.7143,18.976892,-1
126.44444,209.33333,92.333336,596.7778,16.758266,-1
140.71022,225.09091,100.27273,672.7273,18.776194,-1
134.62247,194.75,88.33929,440.14285,23.462023,-1
141.72682,187.84616,80.34615,415.46155,17.514872,-1
105.82709,241.09091,112.13637,857.86365,11.777991,-1
121.56562,221.91176,94.97059,465.29413,21.744823,-1
144.04718,256.20834,120.1875,835.0208,18.72146,-1
117.88452,206.43396,94.45283,452.75473,26.17651,-1
106.70886,213.6,93.4,627.0,7.797435,-1
136.19048,211.2,93.88,589.88,28.056913,-1
119.47835,269.375,122.1875,851.71875,14.410147,-1
127.271416,267.2623,126.08197,905.60657,16.580555,-1
150.47127,214.72728,93.454544,487.18182,16.786457,-1
136.16118,210.52632,93.26316,531.2105,18.214634,-1
125.46875,188.0,86.0,439.0,12.316148,-1
171.85938,233.0,113.0,785.0,12.852529,-1
132.27011,226.09091,100.818184,677.1818,31.208443,-1
122.493286,207.89473,93.8421,554.0,10.985006,-1
125.91131,208.18462,94.64616,615.3692,17.962261,-1
109.033485,259.89285,122.92857,874.5357,24.538677,-1
122.85817,213.15384,94.76923,558.11536,15.858099,-1
136.0504,215.58064,95.83871,575.25806,36.976692,-1
120.15562,221.22728,104.545456,741.2273,16.645365,-1
143.176,208.625,92.5,609.0,29.569569,-1
109.248344,220.94737,101.92105,716.5,23.033712,-1
110.9375,204.5,91.75,596.75,31.168896,-1
143.35097,214.5,104.57692,723.03845,16.340904,-1
132.82292,218.83333,97.166664,715.6667,27.127272,-1
135.52983,210.90565,95.69811,459.20755,25.29925,-1
137.5717,253.06154,118.15385,870.16925,18.58608,-1
108.453125,211.5,94.416664,574.25,28.16568,-1
103.74451,213.21739,96.26087,611.56525,28.758232,-1
136.32382,228.03226,104.80645,757.3871,28.209305,-1
140.45312,206.25,96.5,569.75,12.221267,-1
124.3584,197.7,86.86,439.02,20.117655,-1
142.10725,214.73685,93.57895,573.3421,31.348866,-1
117.40183,217.16667,99.145836,538.75,25.16277,-1
123.52618,207.58333,97.875,582.6667,23.655285,-1
108.71354,223.83333,104.0,760.0833,33.497097,-1
141.35417,230.66667,111.666664,852.3333,18.114605,-1
109.18671,251.0,114.05,880.0,20.377623,-1
116.61413,218.04347,99.30435,599.26086,26.959606,-1
137.4956,205.09859,88.73239,527.2958,27.274466,-1
146.57005,199.34616,86.5,438.46155,18.822906,-1
117.19141,224.0,107.0,687.75,28.718937,-1
120.1446,205.58333,89.94444,522.5278,23.361673,-1
121.45228,212.32759,95.74138,623.62067,23.834253,-1
147.375,216.72728,100.72727,640.0909,26.69045,-1
136.33963,223.9,102.55,691.0,34.48518,-1
114.38662,236.41176,114.35294,794.9706,23.375101,-1
146.4323,195.66667,91.333336,463.0,13.126521,-1
142.7068,206.0,91.125,559.7083,17.775167,-1
155.86719,221.5,101.125,650.0,16.533583,-1
137.32292,238.66667,113.333336,790.5,34.134132,-1
107.2479,248.06667,112.46667,850.26666,15.9811,-1
131.69142,206.95454,94.545456,612.5455,18.714085,-1
126.04211,210.70833,97.583336,618.75,17.766962,-1
118.28125,221.71428,101.71429,701.4286,25.645145,-1
114.36957,233.0,111.0,765.0,13.670731,-1
145.6546,221.89473,96.8421,536.3158,29.61732,-1
116.515625,222.0,96.0,546.25,39.25522,-1
129.28572,204.74419,88.74419,496.48837,34.597164,-1
113.083336,217.0,98.333336,598.0,18.493242,-1
121.40341,230.36363,104.63637,760.2727,25.804415,-1
142.1,222.0,101.0,697.0,51.795753,-1
115.42083,209.4,88.86667,551.93335,22.948252,-1
114.62745,200.09375,86.03125,476.03125,32.67081,-1
107.004166,212.26666,96.0,683.3333,17.184488,-1
109.83972,216.88889,98.666664,646.8889,27.857275,-1
111.870575,217.02174,97.08696,620.587,31.319872,-1
125.97748,210.21428,88.14286,558.6429,29.896164,-1
120.32191,217.13333,98.26667,665.96,24.361355,-1
90.83908,222.81818,98.36363,707.1818,17.274641,-1
154.4125,211.8,88.0,511.4,15.679286,-1
133.40816,210.90698,93.209305,580.6047,20.241993,-1
120.90625,209.4,93.3,571.8,36.677105,-1
120.52913,227.6923,104.15385,731.1539,18.07185,-1
117.39107,256.25714,112.88571,810.9429,17.908976,-1
114.59596,246.44,115.72,791.08,26.282953,-1
115.74569,252.41379,110.44827,741.5172,25.282518,-1
126.891304,247.43478,109.95652,735.95654,33.103035,-1
133.4796,224.54054,95.810814,604.02704,22.787455,-1
109.33871,259.69766,121.30232,830.48834,24.920881,-1
122.83071,222.125,100.0,627.75,30.087112,-1
102.78646,219.5,100.5,609.5,21.429956,-1
138.09274,238.45161,106.80645,659.0645,19.52426,-1
154.3125,269.0,122.0,846.7143,30.137102,-1
159.89062,236.5,106.5,741.0,29.037691,-1
139.44661,216.84616,100.46154,587.53845,42.473244,-1
113.627846,240.08,110.24,678.64,22.010399,-1
109.395836,233.83333,113.5,654.8333,18.577913,-1
138.5483,210.59091,98.09091,470.13635,20.380268,-1
146.46484,251.625,121.5,817.625,30.756098,-1
134.49353,223.55173,101.586205,529.31036,23.53387,-1
118.39178,247.75,111.78846,700.5769,25.048733,-1
126.03906,232.5,105.0,715.5,35.81179,-1
132.28,211.81818,93.72727,494.45456,25.862638,-1
138.25604,203.07692,90.46154,431.30768,20.165293,-1
145.78616,199.4,88.8,364.0,12.705904,-1
115.4125,199.4,88.8,364.0,9.152049,-1
156.64583,250.0,116.0,717.0,19.779339,-1
135.55757,210.51613,96.70968,529.4839,21.572374,-1
133.1875,225.07143,103.28571,594.7143,27.541157,-1
146.78961,238.0,108.391304,680.6957,29.440786,-1
117.9375,214.0,102.0,541.0,18.403463,-1
122.24097,236.23077,109.46154,674.38464,16.583838,-1
128.9375,246.66667,122.666664,791.0,20.336065,-1
113.25,231.9,101.9,599.6,20.543612,-1
76.347824,213.33333,92.333336,467.33334,15.084945,-1
